-1012.614805	0.000372	0.387504
-1011.713687	0.000850	0.387098
-1010.250594	0.000469	0.389357
-1007.223667	0.000413	0.388060
-1002.674095	0.000413	0.391753
-998.420048	0.000381	0.397161
-994.671581	0.000441	0.412840
-993.182919	0.000463	0.413779
-991.920011	0.000431	0.404907
-991.590508	0.000544	0.403120
-990.377436	0.000538	0.416170
-987.627528	0.000206	0.411208
-984.701672	0.000434	0.403392
-981.823106	0.000566	0.408567
-980.100118	0.000419	0.418460
-977.952627	0.000478	0.396979
-976.786660	0.000428	0.393998
-974.383250	0.000384	0.395771
-971.396102	0.000509	0.402004
-969.000188	0.000397	0.388230
-966.535876	0.000766	0.387616
-965.230549	0.000344	0.381763
-964.173689	0.000566	0.397065
-962.222837	0.000444	0.391206
-959.860938	0.000419	0.381499
-956.971554	0.000338	0.386708
-954.239245	0.000303	0.396857
-950.962205	0.000494	0.389712
-948.245137	0.000366	0.379827
-945.433854	0.000313	0.393517
-943.639278	0.000538	0.396957
-942.282324	0.000447	0.395732
-940.844722	0.000613	0.385022
-939.335574	0.000469	0.393722
-937.230986	0.000381	0.399263
-934.590436	0.000409	0.400478
-932.091946	0.000344	0.387668
-930.482075	0.000178	0.398771
-927.719310	0.000394	0.412945
-926.474717	0.000416	0.399496
-925.404287	0.000272	0.395427
-924.312388	0.000531	0.413709
-922.934451	0.000638	0.418432
-919.619156	0.000481	0.405933
-917.517455	0.000494	0.394090
-913.713445	0.000466	0.408635
-911.736429	0.000484	0.406161
-909.580225	0.000356	0.406984
-908.537976	0.000269	0.383783
-905.859450	0.000503	0.395370
-902.524662	0.000322	0.393391
-899.059404	0.000466	0.389666
-896.091747	0.000275	0.382571
-893.974193	0.000672	0.388748
-893.257388	0.000244	0.390984
-892.361508	0.000334	0.384656
-890.722939	0.000469	0.367545
-887.921271	0.000341	0.384303
-885.841327	0.000531	0.385437
-882.934013	0.000519	0.384403
-880.473719	0.000556	0.384203
-878.123165	0.000313	0.391735
-876.253532	0.000291	0.398108
-874.488566	0.000406	0.399023
-872.295242	0.000269	0.404447
-870.643452	0.000316	0.402653
-868.932940	0.000391	0.404908
-866.455801	0.000431	0.408757
-864.256509	0.000666	0.399110
-861.978807	0.000375	0.399897
-859.401708	0.000494	0.407370
-856.799228	0.000450	0.408975
-853.991213	0.000344	0.411833
-850.975885	0.000566	0.402582
-848.520079	0.000394	0.410644
-846.059509	0.000447	0.397543
-844.833448	0.000491	0.401911
-843.994724	0.000259	0.389344
-841.878149	0.000294	0.390881
-839.953980	0.000347	0.384681
-837.530454	0.000434	0.382882
-835.526821	0.000338	0.388934
-832.723083	0.000353	0.384480
-830.727731	0.000659	0.389734
-827.952952	0.000334	0.385873
-825.362512	0.000656	0.390066
-823.392586	0.000578	0.387287
-821.398809	0.000403	0.393520
-819.930578	0.000391	0.394429
-818.033169	0.000613	0.381296
-815.912295	0.000463	0.389344
-813.060355	0.000556	0.394720
-811.073401	0.000691	0.389054
-807.613357	0.000450	0.394895
-805.124917	0.000375	0.406366
-801.771063	0.000372	0.414286
-799.385080	0.000538	0.400310
-797.356739	0.000319	0.396223
-795.389318	0.000306	0.401840
-794.537984	0.000459	0.412131
-792.297015	0.000397	0.409720
-790.389254	0.000463	0.402026
-787.942409	0.000678	0.404077
-785.824149	0.000428	0.399650
-783.457901	0.000366	0.395003
-781.210201	0.000297	0.404341
-778.676088	0.000447	0.387100
-776.125156	0.000469	0.392475
-774.174039	0.000472	0.392322
-772.303055	0.000350	0.377841
-770.611457	0.000534	0.374912
-769.149013	0.000444	0.381502
-766.399503	0.000431	0.390642
-764.367317	0.000447	0.383041
-761.579401	0.000441	0.377759
-759.159655	0.000253	0.381502
-756.200130	0.000434	0.389807
-753.064510	0.000259	0.386277
-750.859793	0.000691	0.375629
-748.523014	0.000513	0.391812
-747.054761	0.000244	0.398290
-745.433010	0.000425	0.390251
-744.089972	0.000269	0.391724
-742.338034	0.000406	0.399269
-739.619208	0.000366	0.405196
-737.621529	0.000538	0.412316
-735.083125	0.000650	0.413229
